PURITY
+-----------+----+----------------+--------------------+--------------------+--------------------+--------------------+
|  Method   | k  |    dataset     |        lda         |      skipgram      |       tfidf        |     consensus      |
| NCFwR#30  | 12 | Reuters-R8:12  |        1.0         | 1.675340494247809  | 1.0050923906034697 | 1.3028526492624755 |
| NCFwR#30  | 12 |    WebKB:12    |        1.0         | 1.210087546553398  | 1.109070605813834  | 1.0625354804407348 |
| NCFwR#30  | 24 | 20Newsgroup:24 |        1.0         | 1.1173896525229792 | 1.3535235267527157 | 1.0574508888591245 |
| NCFwR#30  | 24 |  BBCSport:24   | 2.6568906906329115 | 1.1163343311051581 |        1.0         | 1.107716064822758  |
| NCFwR#30  | 24 | Reuters-R8:24  | 1.0643200370454218 | 1.7036272759009174 |        1.0         | 1.1861114361205278 |
| NCFwR#30  | 24 |    WebKB:24    |        1.0         | 1.2555650013250201 | 1.129344346319927  | 1.109109716353516  |
| NCFwR#30  | 48 | 20Newsgroup:48 |        1.0         | 1.1714779293490238 | 1.0946391243890679 | 1.0330088563019089 |
| NCFwR#30  | 48 |  BBCSport:48   | 2.8351880649314976 | 1.1015620852570331 |        1.0         | 1.1904432357949695 |
| NCFwR#30  | 48 | Reuters-R8:48  | 1.0787141834086489 | 1.7587198971971962 |        1.0         | 1.1504566816351864 |
| NCFwR#30  | 48 |    WebKB:48    |        1.0         | 1.2047802919528954 | 1.1586960259505183 | 1.0985009082727017 |
| NCFwR#60  | 3  | 20Newsgroup:3  | 1.1993917107473655 | 1.6063590830045409 |        1.0         | 1.2857839445173338 |
| NCFwR#60  | 3  |   BBCSport:3   | 1.540854535818345  | 1.2888779092387097 |        1.0         | 1.1198400197680272 |
| NCFwR#60  | 3  |  Reuters-R8:3  |        1.0         | 1.6686391964707479 | 1.0380713959994603 | 1.040542551770651  |
| NCFwR#60  | 3  |    WebKB:3     | 1.0031585570230244 | 1.2642278439472767 | 1.0512588257562459 |        1.0         |
| NCFwR#60  | 6  | 20Newsgroup:6  | 1.2986358348333067 | 1.4152692763936254 |        1.0         | 1.1032159455161097 |
| NCFwR#60  | 6  |   BBCSport:6   | 3.2777695431388434 | 1.3117919528918551 |        1.0         | 1.3642326402263052 |
| NCFwR#60  | 6  |  Reuters-R8:6  |        1.0         | 1.7670079523107396 | 1.1859229564847245 | 1.1010806900531247 |
| NCFwR#60  | 6  |    WebKB:6     |        1.0         | 1.1813781156593601 | 1.0353791173650742 | 1.0067127711167028 |
| NCFwR#60  | 12 | 20Newsgroup:12 |        1.0         | 1.0818424057091676 | 1.0742603056180917 | 1.026622015639127  |
| NCFwR#60  | 12 |  BBCSport:12   | 2.7533745990232923 | 1.3785474963099122 |        1.0         | 1.1305308585519862 |
| NCFwR#60  | 12 | Reuters-R8:12  | 1.0324226261674392 |  1.50551248018213  | 1.0328919490532784 |        1.0         |
| NCFwR#60  | 12 |    WebKB:12    |        1.0         |  1.22655196599879  | 1.0845022214534048 | 1.0372800957030115 |
| NCFwR#60  | 24 | 20Newsgroup:24 |        1.0         | 1.126245989420417  | 1.0867123956064555 | 1.0181299199271456 |
| NCFwR#60  | 24 |  BBCSport:24   | 3.1118868394416515 | 1.3886277493953787 |        1.0         | 1.3157924632285536 |
| NCFwR#60  | 24 | Reuters-R8:24  | 1.1000505140671213 | 1.7244098986139573 |        1.0         | 1.2454486775750424 |
| NCFwR#60  | 24 |    WebKB:24    |        1.0         | 1.183250741782221  | 1.120157379140378  | 1.080610688545218  |
| NCFwR#60  | 48 | 20Newsgroup:48 |        1.0         | 1.1580022041698423 | 1.7531106140690509 | 1.0143733037177116 |
| NCFwR#60  | 48 |  BBCSport:48   | 2.9601343833571834 |  1.15010776332778  |        1.0         | 1.288465367133012  |
| NCFwR#60  | 48 | Reuters-R8:48  | 1.0700604914683673 | 1.6323544389117084 |        1.0         | 1.1430459708799212 |
| NCFwR#60  | 48 |    WebKB:48    |        1.0         | 1.2103861158136298 | 1.1771634585693402 | 1.155090356377466  |
| NCFwR#80  | 3  | 20Newsgroup:3  | 1.228177973239244  | 1.3313581444569444 |        1.0         | 1.1206431953843317 |
| NCFwR#80  | 3  |   BBCSport:3   | 1.4225648131265605 | 1.1937722240664497 |        1.0         | 1.1135067200527715 |
| NCFwR#80  | 3  |  Reuters-R8:3  | 1.029155722512505  | 1.6603224029928711 | 1.0805226149707783 |        1.0         |
| NCFwR#80  | 3  |    WebKB:3     |        1.0         | 1.288670249894093  | 1.0363767479243937 | 1.0106787438028508 |
| NCFwR#80  | 6  | 20Newsgroup:6  | 1.2068642009899402 | 1.0327201837224602 | 1.039544810559348  |        1.0         |
| NCFwR#80  | 6  |   BBCSport:6   | 3.395773549741306  | 2.192322656416842  |        1.0         | 1.5576193585987086 |
| NCFwR#80  | 6  |  Reuters-R8:6  |        1.0         | 1.6786365079230245 | 1.0594970641821053 |        1.0         |
| NCFwR#80  | 6  |    WebKB:6     |        1.0         | 1.136899310747324  | 1.027120663450775  | 1.0141110866225425 |
| NCFwR#80  | 12 | 20Newsgroup:12 |        1.0         | 1.0544113723264463 | 1.1067462528856464 | 1.0362719614280245 |
| NCFwR#80  | 12 |  BBCSport:12   | 2.9081063736723847 | 1.4209132809156655 |        1.0         | 1.3027778963665693 |
| NCFwR#80  | 12 | Reuters-R8:12  | 1.022900821239773  | 1.6972087604378046 |        1.0         | 1.1004527633778398 |
| NCFwR#80  | 12 |    WebKB:12    |        1.0         | 1.181261179219428  | 1.045212551679613  | 1.0621589937676195 |
| NCFwR#80  | 24 | 20Newsgroup:24 |        1.0         | 1.113956212506671  | 1.4260418822671874 | 1.0051345269471403 |
| NCFwR#80  | 24 |  BBCSport:24   | 2.9792103757974058 | 1.307030585924566  |        1.0         | 1.2676435969793958 |
| NCFwR#80  | 24 | Reuters-R8:24  | 1.0336708588844696 | 1.532687798377694  |        1.0         | 1.158445204262948  |
| NCFwR#80  | 24 |    WebKB:24    |        1.0         | 1.2573749830949241 | 1.1349329847045198 | 1.1495462715990767 |
| NCFwR#80  | 48 | 20Newsgroup:48 | 1.0063006252594962 | 1.1033297181573174 | 1.420126617710025  |        1.0         |
| NCFwR#80  | 48 |  BBCSport:48   | 2.625782346790515  | 1.020201203983113  |        1.0         | 1.1404772476593426 |
| NCFwR#80  | 48 | Reuters-R8:48  | 1.0799538967673372 | 1.7287481586780697 |        1.0         | 1.186103114244554  |
| NCFwR#80  | 48 |    WebKB:48    |        1.0         | 1.2404662967580253 | 1.1543218655227425 | 1.1301130770874164 |
| NCFwR#100 | 3  | 20Newsgroup:3  | 1.1912073317174605 | 1.3333177757839076 |        1.0         | 1.3267936825605207 |
| NCFwR#100 | 3  |   BBCSport:3   | 1.5110117260081177 | 1.2742685791850061 |        1.0         | 1.2447679971430428 |
| NCFwR#100 | 3  |  Reuters-R8:3  | 1.042671422286097  | 1.773484384675345  | 1.0704656659164618 |        1.0         |
| NCFwR#100 | 3  |    WebKB:3     |        1.0         | 1.2685575835084355 | 1.0422564337286695 | 1.009623489078706  |
| NCFwR#100 | 6  | 20Newsgroup:6  | 1.2499017979749663 | 1.1701534552924073 | 1.0430181488650418 |        1.0         |
| NCFwR#100 | 6  |   BBCSport:6   | 3.0696246238139966 |  2.06720390835716  |        1.0         | 2.061241746735361  |
| NCFwR#100 | 6  |  Reuters-R8:6  |        1.0         | 1.6085597638779445 | 1.025571423043818  | 1.037317919103099  |
| NCFwR#100 | 6  |    WebKB:6     |        1.0         | 1.2199156171388947 | 1.0528595533985627 |  1.03184348158727  |
| NCFwR#100 | 12 | 20Newsgroup:12 | 1.0298255957136586 | 1.098602186247303  | 1.0894296020165042 |        1.0         |
| NCFwR#100 | 12 |  BBCSport:12   | 2.9826533569695606 | 1.2274499382419293 |        1.0         | 1.1172966708679566 |
| NCFwR#100 | 12 | Reuters-R8:12  | 1.048325006646931  | 1.5511454965346119 |        1.0         | 1.152819940838164  |
| NCFwR#100 | 12 |    WebKB:12    |        1.0         | 1.197693046674551  |  1.06184212280055  | 1.0484572815000999 |
| NCFwR#100 | 24 | 20Newsgroup:24 |        1.0         | 1.142711183973271  | 1.3106041461270004 | 1.0281756585457946 |
| NCFwR#100 | 24 |  BBCSport:24   | 2.952947924820075  | 1.2478870004828782 | 1.1155223964903798 |        1.0         |
| NCFwR#100 | 24 | Reuters-R8:24  | 1.0037018764937988 | 1.655527077259687  |        1.0         | 1.0916643230289196 |
| NCFwR#100 | 24 |    WebKB:24    |        1.0         | 1.1967072423752931 | 1.1091167335721892 | 1.1449425821847667 |
| NCFwR#100 | 48 | 20Newsgroup:48 |        1.0         | 1.1819479274772073 | 1.5642279803334338 |  1.02712424425777  |
| NCFwR#100 | 48 |  BBCSport:48   | 2.6180398009701005 | 1.017192974996603  |        1.0         | 1.3206059702835082 |
| NCFwR#100 | 48 | Reuters-R8:48  | 1.0112649178057584 | 1.5735615596812669 |        1.0         | 1.1296225349794649 |
| NCFwR#100 | 48 |    WebKB:48    |        1.0         | 1.2191310884096995 | 1.1552761512203407 | 1.149037912338763  |
+-----------+----+----------------+--------------------+--------------------+--------------------+--------------------+

